Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),1_ZONE1:Zone Air Temperature [C](Hourly),0_ZONE1:Zone Air Temperature [C](Hourly),0_ZONE2:Zone Air Temperature [C](Hourly),VRF_1_ZONE1 VRF HEAT PUMP:VRF Heat Pump COP [](Hourly),VRF_1_ZONE1 VRF HEAT PUMP:VRF Heat Pump Part Load Ratio [](Hourly),VRF_0_ZONE1 VRF HEAT PUMP:VRF Heat Pump COP [](Hourly),VRF_0_ZONE1 VRF HEAT PUMP:VRF Heat Pump Part Load Ratio [](Hourly),VRF_0_ZONE2 VRF HEAT PUMP:VRF Heat Pump COP [](Hourly),VRF_0_ZONE2 VRF HEAT PUMP:VRF Heat Pump Part Load Ratio [](Hourly) 
 02/05  11:00:00,4.416666666666667,22.003319657658783,22.000833615959338,22.000523065390494,1.1969976437967034,0.26954070334785537,1.098623776678555,0.25,1.082130046614212,0.25 
 02/05  12:00:00,5.991666666666667,22.00392646509034,22.000834336360304,22.00040738504517,2.004490477049447,0.25,1.9767894247747986,0.25,1.9241587271876093,0.25 
 02/05  13:00:00,7.516666666666667,22.00410649229779,22.000980837518229,22.00036065785554,2.0727127721595228,0.25,2.071035884576411,0.25,1.9911816735776145,0.25 
 02/05  14:00:00,8.683333333333334,22.002750603625999,22.000846391583694,22.000264632610837,2.0939201501308917,0.25,2.121993558379109,0.25,2.04162832740615,0.25 
 02/05  15:00:00,9.333333333333334,22.002529957694049,22.000989830782915,22.000496187160278,2.128888184825789,0.25,2.1689681456525307,0.25,2.1096610775478354,0.25 
 02/05  16:00:00,9.441666666666667,22.002762309599395,22.001132045568459,22.000779664681134,2.151474475350233,0.25,2.1956504282684206,0.25,2.162437660451161,0.25 
 02/05  17:00:00,9.283333333333334,22.003389725110777,22.0013389455665,22.00114619362215,2.172797097872562,0.25,2.209129146763747,0.25,2.210001636026802,0.25 
 02/05  18:00:00,9.025,22.004865789629674,22.001792920306046,22.001575632244284,2.233056291654796,0.25,2.2423277747786938,0.25,2.2613200443367016,0.25 
 02/05  19:00:00,8.608333333333333,22.00506077839933,22.001971828774758,22.00171273288363,2.2512709339175385,0.25,2.2430899490800306,0.25,2.2685206456530588,0.25 
 02/05  20:00:00,8.108333333333333,22.0044152596783,22.001964192761347,22.00169597267063,2.2455050174352384,0.25,2.2253221132058598,0.25,2.2547396224315077,0.25 
 02/05  21:00:00,7.55,22.003761646728664,22.001918439770255,22.00164379374445,2.2242919221192465,0.25,2.1972455532541157,0.25,2.2292636394219724,0.25 
 02/05  22:00:00,6.891666666666667,22.00326513239622,22.001891954005918,22.001610027612445,2.200795378886998,0.2501617175899476,2.166631159723519,0.25,2.2023172442608245,0.25 
 02/05  23:00:00,6.133333333333333,13.289595722907445,15.877134623926656,15.65648725578256,0.0,0.0,0.0,0.0,0.0,0.0 
 02/05  24:00:00,5.391666666666667,10.557446625392462,12.49776910790503,12.440585198210308,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  01:00:00,4.633333333333334,8.532809857513398,10.987669154664248,10.869863540985385,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  02:00:00,3.9500000000000008,6.896519033851522,9.640059832997969,9.518994980271883,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  03:00:00,3.2916666666666667,5.550592630136422,8.700493213469711,8.565033679919884,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  04:00:00,2.7083333333333337,4.444053374763647,8.076659833056837,7.894720468628488,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  05:00:00,2.2083333333333337,3.5012770281726177,7.7711814765911,7.493225844139263,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  06:00:00,1.825,2.7272002163342585,7.537566419244118,7.19463426272948,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  07:00:00,1.5833333333333333,20.092136530521807,20.958923285754556,20.39899828920024,1.7531314403624992,0.9057751018896184,1.6676967968899626,0.692948861663793,1.747446322372311,0.8856352714856363 
 02/06  08:00:00,1.4416666666666667,21.968645267799898,22.000475331997565,22.000378870877304,1.6796946284943067,0.7732844957719625,1.3063218937898036,0.3758569693593176,1.5286335861962935,0.5646833783632655 
 02/06  09:00:00,1.633333333333333,22.00044093501248,22.000293186964844,22.000395341180064,1.3909210428148485,0.4306080517218951,0.992735355569891,0.25,1.3068730002164733,0.3788408764132041 
 02/06  10:00:00,2.3833333333333335,22.001861810827184,22.000177303552829,22.000303019320417,1.067770029526677,0.2564954766565789,0.9225577971418161,0.25,1.0127100931547786,0.25429064912402596 
 02/06  11:00:00,3.6166666666666669,22.00159634157215,22.047190486410004,22.916967816876285,0.988762571821018,0.25000000000000008,0.24036345663147577,0.08333333333333333,0.11379344877235531,0.041666666666666667 
 02/06  12:00:00,5.133333333333334,22.01124272453237,22.096068578352058,25.562080065922858,1.0864665299023702,0.2083333333333333,0.0,0.0,0.9465806595061741,0.125 
 02/06  13:00:00,6.616666666666667,22.001446206268655,22.000322300965153,25.999908044210497,1.82270487751971,0.25,1.8532456921725862,0.25,2.227770318881866,0.25 
 02/06  14:00:00,7.783333333333334,23.801797142969119,22.000042079715838,25.99961409564698,0.0,0.0,1.8322885104654657,0.25,2.443839915804237,0.25 
 02/06  15:00:00,8.433333333333332,24.747394649923817,22.000170065441965,25.99981452441504,0.0,0.0,1.8415031045699318,0.25,2.300892014863839,0.25 
 02/06  16:00:00,8.541666666666666,22.76382810315434,22.000471579145044,24.668990206206418,0.37819273730526317,0.05208333333333337,1.9132211586376709,0.25000000000000008,0.23804612845355203,0.041666666666666667 
 02/06  17:00:00,8.325000000000001,22.001456780482984,22.00125123616562,22.07509647184324,1.8471766584497882,0.25,1.9497751988630843,0.25,1.4928472529524788,0.19791666666666667 
 02/06  18:00:00,7.908333333333334,22.005011996969257,22.002337605923889,22.001797159486704,1.9775113892339523,0.25,2.0274803405814407,0.25,2.0017325450980798,0.25 
 02/06  19:00:00,7.3500000000000009,22.006064760691669,22.0026968610899,22.00226137415969,2.0576338925124495,0.25,2.0677266513137879,0.25,2.0753739191809497,0.2509468820772303 
 02/06  20:00:00,6.691666666666666,22.00549919832625,22.002663895986588,22.002267403930039,2.109511979305511,0.25522523224794599,2.0798291725744337,0.25,2.1237129839961406,0.265244849189097 
 02/06  21:00:00,5.875,22.00471574424762,22.00258659958453,22.002194127129085,2.1761598955873118,0.27947921730764777,2.0865242833361918,0.25,2.160084511121755,0.2812460872023318 
 02/06  22:00:00,4.916666666666667,22.00405913675105,22.00252308405417,22.00213520743627,1.7814493260607345,0.33717215339107817,1.6224379494579129,0.27137348378665696,1.7478673824624934,0.3291745842246089 
 02/06  23:00:00,3.9166666666666667,11.802002513884366,14.665732147964038,14.510686460454439,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  24:00:00,2.9166666666666667,8.466795308118082,10.429801992992129,10.515493401306984,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  01:00:00,1.9166666666666668,6.118926131005442,8.684754530106784,8.654073698078124,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  02:00:00,0.9166666666666666,4.33738609438828,8.010642845717389,7.754181952337412,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  03:00:00,0.03333333333333333,2.9310440832660746,7.492541833303375,7.098934384889372,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  04:00:00,-0.7083333333333334,1.7277076530940352,7.0054817907622779,6.519500606022082,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  05:00:00,-1.3499999999999999,0.6353337867981127,6.58468444323923,6.018806360363985,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  06:00:00,-1.8916666666666667,-0.2944542850997538,6.239892799365396,5.6133785818469799,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  07:00:00,-2.275,18.323242964359623,20.715380836485705,19.631863437273286,1.9167553462322503,0.9301743994174228,1.794964203013694,0.7370001445699238,1.8755636103558356,0.9380070851656535 
 02/07  08:00:00,-2.4583333333333337,21.63984213250276,22.00065427610643,22.000077305235935,1.8377976766355298,0.9299558850102248,1.5555413349918164,0.48026750214738209,1.6814031658479876,0.6403573544994389 
 02/07  09:00:00,-2.3250000000000008,21.99780268443062,22.000740393246408,22.0006179827694,1.702147826341582,0.6358289717656617,1.3116749467758824,0.33524282344098896,1.5121308446959212,0.4654985465143296 
 02/07  10:00:00,-1.675,22.002281487283665,22.00055048088477,22.000504589220755,1.3953946563105433,0.3727174001137728,1.0614501442739393,0.25,1.1715961505363495,0.2857169777904835 
 02/07  11:00:00,-0.5416666666666667,22.00357715757673,22.000770799643207,22.00036224011743,1.2267014431178883,0.2744109270897254,1.083474813005615,0.25,1.0284285965338254,0.25 
 02/07  12:00:00,0.7583333333333334,22.004661271575885,22.00102996182652,22.00031524135535,1.1823213158677979,0.25,1.1270559892905916,0.25,1.0034255156380097,0.25 
 02/07  13:00:00,2.058333333333333,22.005891085740136,22.00137495484255,22.00036997122906,1.2226120733277719,0.25,1.1825636776035109,0.25,1.025272061842255,0.25 
 02/07  14:00:00,3.125,22.00473572410465,22.001298487297836,22.000286194078539,1.195697383166287,0.25,1.181836079306207,0.25,0.9809450818293938,0.25 
 02/07  15:00:00,3.6750000000000004,22.004710008114029,22.00160246234361,22.000684842029107,1.1986031492999383,0.25,1.1955142421992474,0.25,1.0824949249133363,0.25 
 02/07  16:00:00,3.7416666666666669,22.005517641784299,22.00211351394793,22.001372876112069,1.2288194229686738,0.25,1.2238785260513355,0.25,1.1819807972452159,0.25 
 02/07  17:00:00,3.641666666666667,22.00657548341424,22.00250772829506,22.00201931517371,1.2717700313395158,0.2516107060006399,1.2516914038571144,0.25,1.261126317494323,0.252814364889621 
 02/07  18:00:00,3.3666666666666669,22.008281139792986,22.0031222488643,22.00268855219302,1.522512810637087,0.3424413244128712,1.339148775014488,0.26826267480972079,1.4806861728089092,0.329712721190857 
 02/07  19:00:00,2.966666666666667,22.007764477912305,22.003227471022986,22.002801869473318,1.6415032628108684,0.4015858444165259,1.4192792588177057,0.29811538748398716,1.5713531639328576,0.3728864907001002 
 02/07  20:00:00,2.5083333333333335,22.006255263771477,22.00302498798683,22.002619514208069,1.6734748024169129,0.4222643250739903,1.437047322797233,0.3068429163154796,1.5898314116417687,0.385043950912005 
 02/07  21:00:00,1.95,22.005012558610564,22.00282578240473,22.002434247602037,1.6965803699490685,0.4411980570869464,1.4525260462100916,0.3161379092056971,1.6033762826641989,0.3968536553494175 
 02/07  22:00:00,1.2916666666666668,22.004056079467984,22.002652059107715,22.00227277562877,1.7113969474364413,0.46426422371815398,1.4681475854543813,0.33032961785110145,1.6155997764611919,0.41510544184069828 
 02/07  23:00:00,0.5916666666666667,10.180824401944746,13.921901285213357,13.645553341154184,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  24:00:00,-0.04999999999999999,6.3610452629820319,9.601839367981182,9.459805615137145,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  01:00:00,-0.7083333333333334,3.880492247219438,7.687685845856173,7.461159532052204,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  02:00:00,-1.3499999999999999,2.1151863985914449,6.498973689821398,6.208379492565176,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  03:00:00,-1.95,0.66442155204053,5.759084187875289,5.380107422705396,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  04:00:00,-2.491666666666667,-0.5351085797020841,5.2884255592356379,4.8234350074660219,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  05:00:00,-2.991666666666667,-1.5154955184401924,4.925915335689642,4.3933896707657429,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  06:00:00,-3.375,-2.3597331343564975,4.6483363540811999,4.071928308622325,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  07:00:00,-3.616666666666667,17.227539670640334,20.100253812642476,18.38916540997433,1.9611444137675625,0.9305175576841581,1.8584917859415653,0.804514861099087,1.9258077910636607,0.9715178097326285 
 02/08  08:00:00,-3.6999999999999999,21.03937106309907,22.000561160417516,21.994986621304006,1.8888565857448328,0.9742351755422506,1.5563109253828423,0.46930102881551996,1.7385144586182798,0.6938609605808547 
 02/08  09:00:00,-3.525,21.986541854456364,22.000694094552164,22.000593948963997,1.8003704441975295,0.7593115332708861,1.4315704314353495,0.38569766569876337,1.6293235408830589,0.5477979654456909 
 02/08  10:00:00,-2.9333333333333337,22.000785838147548,22.00047106304032,22.000401773829777,1.5801348940723932,0.48306797710527846,1.137212321499531,0.25989794937530999,1.295821031504275,0.33413184693445277 
 02/08  11:00:00,-1.9000000000000002,22.001148404798653,22.00037173458735,22.00012573388683,1.3095593184379942,0.30902681635847958,1.084259518449473,0.25,0.9749023913537558,0.25 
 02/08  12:00:00,-0.5833333333333334,22.001662084911215,22.000582888184885,22.000161633660839,1.2999814007823976,0.2891618366095616,1.149038163804326,0.25,1.0008750987139717,0.25 
 02/08  13:00:00,0.6416666666666667,22.001887863163657,22.000698787755668,22.00021533874536,1.3086598625096642,0.2794667162712957,1.200060554226812,0.25,1.0492147755920858,0.25 
 02/08  14:00:00,1.625,22.001274478942038,22.000450021395193,22.517280453832695,1.1934554839702039,0.25,1.184359924804317,0.25,0.27825733782266379,0.08333333333333333 
 02/08  15:00:00,2.1750000000000004,22.00096317436143,22.000470167240115,24.03341305281376,1.136053908810735,0.25,1.1764592647055333,0.25,0.0,0.0 
 02/08  16:00:00,2.2416666666666669,22.001177813880465,22.00041338910061,22.801586108357087,1.149247833300718,0.25000000000000008,1.2015754952138192,0.25000000000000008,0.2568289310848455,0.0625 
 02/08  17:00:00,2.141666666666667,22.001877592772975,22.000780623597867,22.000554183562259,1.2526022602574066,0.25548469551506317,1.263574043033339,0.25296987538911716,1.1876248647866997,0.2504097025272665 
 02/08  18:00:00,1.925,22.00221602100233,22.000935306528864,22.00090606781931,1.5159971918430014,0.3485991638068344,1.4264126333524885,0.30625349304501955,1.4735689569187834,0.3365604491353768 
 02/08  19:00:00,1.625,11.35796991255898,13.954579478440877,13.950809641918897,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  20:00:00,1.2666666666666667,7.525492372853449,9.74070077433671,9.843644103480065,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  21:00:00,0.8083333333333332,5.191326908978814,7.827637394108685,7.808652809141368,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  22:00:00,0.30833333333333337,3.4633934885387798,7.019559602968687,6.835253726427228,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  23:00:00,-0.19166666666666666,2.1287800731974255,6.5147476540545139,6.212864828528265,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  24:00:00,-0.75,1.025242579854296,6.119720160549053,5.73701843045216,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  01:00:00,-1.2916666666666668,0.08426455314437477,5.803070706888366,5.354977809511541,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  02:00:00,-1.7916666666666668,-0.7367813579810848,5.578797733949287,5.074842509844173,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  03:00:00,-2.2916666666666667,-1.464662588329408,5.288160831423618,4.753585554488704,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  04:00:00,-2.733333333333333,-2.1397107543423274,5.04316123811687,4.474327273073861,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  05:00:00,-3.1333333333333335,-2.7374596115098357,4.790702800693768,4.202986040016273,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  06:00:00,-3.4166666666666667,-3.2564858634717774,4.56286387267124,3.9491593980363635,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  07:00:00,-3.616666666666667,-3.3851015518599376,4.52702653444677,3.8655676793063225,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  08:00:00,-3.6999999999999999,-3.3539677047896938,5.627179686387568,4.052766154921665,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  09:00:00,-3.4083333333333338,-2.3607528278488485,6.954807140025827,4.9714615695598989,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  10:00:00,-2.3249999999999999,1.6227435766654932,10.58950478128665,8.404549745448906,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  11:00:00,-0.4750000000000001,6.412086694151442,14.853756706982069,15.557765440893965,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  12:00:00,1.8583333333333335,10.6570206587204,17.187199107096445,22.430849870461264,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  13:00:00,4.125,13.992658521944593,18.0133366890599,27.016758305896578,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  14:00:00,5.933333333333334,15.024213254816447,17.271640213645055,27.05020460517404,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  15:00:00,6.891666666666667,16.8897262669397,17.176724856486744,25.675573510170556,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  16:00:00,7.1000000000000009,16.07727315893172,15.88488635823026,23.360991759721214,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  17:00:00,6.983333333333333,14.704497962304013,14.042613401488138,18.9030033491226,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  18:00:00,6.783333333333334,12.547852045435292,12.47173568132469,15.492175961241339,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  19:00:00,6.583333333333333,10.466337000846082,10.949883772500641,12.544909697523695,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  20:00:00,6.266666666666667,8.961647605455914,10.115425926022239,10.884263698755627,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  21:00:00,5.866666666666667,7.794791195511576,9.593890620671067,9.957708441875221,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  22:00:00,5.466666666666666,6.813198639371557,9.30865033975004,9.425889544700059,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  23:00:00,5.066666666666666,5.992991200833717,9.050257825129517,9.03165313387626,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  24:00:00,4.608333333333334,5.293284669264145,8.758079149748852,8.666839529225074,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  01:00:00,4.108333333333333,4.659451324014733,8.594393379897796,8.41977792875384,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  02:00:00,3.6666666666666667,4.104604151020027,8.54442214612892,8.2762334833719,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  03:00:00,3.2666666666666677,3.61375813381748,8.48248635615292,8.139959892277263,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  04:00:00,2.9250000000000004,3.185369193972436,8.37455849883622,7.980514460843282,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  05:00:00,2.625,2.793627341201015,8.258899725307606,7.834364860430451,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  06:00:00,2.3833333333333335,2.4573270780471136,8.071028361330976,7.638505152026123,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  07:00:00,2.2416666666666669,20.893215605340577,21.212146190636795,21.046736415803946,1.878395623246889,0.8280328397947488,1.7326145950198016,0.5794446599167348,1.8478942873629916,0.7517201296322598 
 02/10  08:00:00,2.141666666666667,21.991749457135556,22.000599027829634,22.000555486575398,1.7872808109418284,0.6468265310599857,1.3892428038022289,0.3409969053583824,1.5800695937542404,0.4637387215748012 
 02/10  09:00:00,2.3333333333333337,22.001140312605405,22.00031925702886,22.00045474534548,1.4078127056894115,0.35886267411786507,1.0811293703704948,0.25,1.300709837351323,0.3110764445183676 
 02/10  10:00:00,3.141666666666667,22.002048672563338,22.00013414910919,22.00023486732989,1.1089652177385115,0.25,0.9646021934672605,0.25,1.004696026009513,0.25 
 02/10  11:00:00,4.533333333333333,22.002591669500764,22.00034931762786,22.124228769869917,1.2091216915517374,0.25,1.1691333038574963,0.25,0.09078693108661178,0.041666666666666667 
 02/10  12:00:00,6.25,22.001757846919018,22.000525219566958,23.07003342181882,1.869117177255448,0.25,1.8873145768013314,0.25,0.0,0.0 
 02/10  13:00:00,7.933333333333334,22.00198847866928,22.000799444576086,23.645210930522184,1.9292649338810817,0.25,1.976343499183314,0.25,0.0,0.0 
 02/10  14:00:00,9.241666666666668,22.0596781490303,22.000457250554264,24.778554642419409,0.9692399544639172,0.125,2.0304711695997685,0.25,0.0,0.0 
 02/10  15:00:00,9.933333333333334,22.19693769889243,22.000607060871045,24.431329086967428,0.0,0.0,2.0812988601647617,0.25,0.0,0.0 
 02/10  16:00:00,10.100000000000002,22.000564319407599,22.000668957834355,22.73892224630539,2.0169878808737335,0.25,2.1243398320000059,0.25,0.51256391290397,0.0625 
 02/10  17:00:00,9.983333333333333,22.001944291768653,22.00127672947929,22.00073390908577,2.0577628788105186,0.25,2.1533092337922175,0.25,2.0991100413115899,0.25 
 02/10  18:00:00,9.783333333333334,22.004267368250216,22.001866595611089,22.00149647034686,2.148374458611698,0.25,2.2052646502635957,0.25,2.2012484201703907,0.25 
 02/10  19:00:00,9.583333333333334,22.005055598643428,22.002076124718486,22.001763705224268,2.2036570939194077,0.25,2.225777894613532,0.25,2.242925008480619,0.25 
 02/10  20:00:00,9.266666666666668,22.004486350291175,22.002035713242575,22.001740363501104,2.2112394483035877,0.25,2.215345736175914,0.25,2.2383010462331849,0.25 
 02/10  21:00:00,8.866666666666668,22.00386180791358,22.00197945373364,22.001685357294126,2.2018851131460996,0.25,2.1956314484710708,0.25,2.2214495356994896,0.25 
 02/10  22:00:00,8.466666666666667,22.00332413484169,22.001915877646579,22.00162215209377,2.1949824270456439,0.25,2.1804129402680698,0.25,2.2085773941354285,0.25 
 02/10  23:00:00,8.066666666666669,14.072577002685634,16.661453432527904,16.488708378706379,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  24:00:00,7.608333333333333,11.707402737622964,13.226922694146206,13.23012021846327,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  01:00:00,7.166666666666667,10.00957805335481,11.568836816270755,11.618969404015859,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  02:00:00,6.766666666666667,8.789729983545959,10.644794893121713,10.67611042873949,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  03:00:00,6.366666666666666,7.8197185735251149,10.021127563365847,10.023683451421526,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  04:00:00,5.966666666666666,6.984544360062526,9.721819512811221,9.649039792097608,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  05:00:00,5.683333333333334,6.324501276744918,9.55048068647001,9.40360365429576,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  06:00:00,5.483333333333334,5.8319949521367999,9.517380032785122,9.292725370338714,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  07:00:00,5.283333333333333,21.747545110964408,21.573663245408498,21.5223595717797,2.527308380697176,0.5102843167857935,2.3596664778356835,0.3748409486106666,2.495455822601247,0.4822164647916509 
 02/11  08:00:00,5.2,22.001087564740485,22.000706447990696,22.000621077449258,2.4152102619550575,0.3810246213732762,2.1013649102476985,0.25068755748153739,2.223624657747247,0.29682953144380516 
 02/11  09:00:00,5.433333333333334,22.001589383722295,22.000340280003888,22.00048347015172,2.0600000585919209,0.2527997310715018,1.9308854084736007,0.25,2.0219964453706105,0.25 
 02/11  10:00:00,6.241666666666667,22.003015439899355,22.000411333219799,22.00034341732817,1.9584891408740848,0.25,1.9052529851679783,0.25,1.9126995285010296,0.25 
 02/11  11:00:00,7.633333333333333,22.355085896570207,22.42206370420267,23.653624576423075,0.9370639621609241,0.12499999999999999,0.6284035450744444,0.08333333333333333,0.46740814468431948,0.0625 
 02/11  12:00:00,9.291666666666666,24.28518045569804,23.709227691696808,25.999315594208516,0.0,0.0,0.0,0.0,2.319250932084979,0.25 
 02/11  13:00:00,10.933333333333332,23.50767784142259,22.530986540819005,26.000003231375954,0.0,0.0,0.6890303648914996,0.08333333333333333,2.21442974043086,0.25 
 02/11  14:00:00,12.241666666666668,24.486840258436528,22.000625241594265,26.000010560710427,0.0,0.0,1.7343838277698139,0.20833333333333335,1.8914334038396213,0.25 
 02/11  15:00:00,12.933333333333332,25.898506328118498,22.469295007698447,25.999791558045247,1.2968520783844307,0.16666666666666667,0.0,0.0,2.2242588719777949,0.25 
 02/11  16:00:00,13.041666666666666,25.123266241964275,22.08647893073702,25.519985612893266,0.1513595468937802,0.041666666666666667,1.430722688494952,0.1666666666666667,0.638631678215771,0.08333333333333333 
 02/11  17:00:00,12.825000000000001,24.02681803701988,22.000387681615864,22.948797925403246,0.0,0.0,2.1579388506469274,0.25,0.3484684206043605,0.041666666666666667 
 02/11  18:00:00,12.35,22.006660075373345,22.001354911201728,22.000847918850139,2.0159456998401334,0.24166666666666668,2.21930377641537,0.25,2.1625375987264427,0.25 
 02/11  19:00:00,11.691666666666669,22.003659600931667,22.001972212116319,22.001569464131494,2.1388129218005118,0.25,2.235760681407206,0.25,2.2277630431785089,0.25 
 02/11  20:00:00,10.933333333333332,22.00408060006995,22.00200939796474,22.001696242355356,2.1660971476320518,0.25,2.2165734514744699,0.25,2.2276883911880209,0.25 
 02/11  21:00:00,10.016666666666668,22.003889552993,22.002008172162325,22.00170593233305,2.15975289183759,0.25,2.183612998986893,0.25,2.201921975954949,0.25 
 02/11  22:00:00,8.958333333333334,22.00354635489447,22.00203277921642,22.001717807303675,2.129410950108124,0.25,2.1400500993218158,0.25,2.1635176328690526,0.25 
 02/11  23:00:00,7.858333333333333,14.236895318472671,16.646284683680454,16.480433503419016,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  24:00:00,6.7,11.542182614929415,12.633793305477142,12.740747141735185,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  01:00:00,5.558333333333334,9.365771179704377,10.789991272673904,10.89354324888742,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  02:00:00,4.458333333333333,7.739340306738236,9.649462293721868,9.687227410183534,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  03:00:00,3.4166666666666667,6.277882161457892,8.768374896828697,8.738504985598228,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  04:00:00,2.475,4.92043436365261,8.089606784785847,7.980430686651359,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  05:00:00,1.6916666666666667,3.687437578575473,7.584067201431167,7.386455711783981,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  06:00:00,1.1083333333333335,2.636992703822366,7.178876435691122,6.906815022478836,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  07:00:00,0.725,20.32899807399019,20.957152174241089,20.475257098492738,1.8240190962485066,0.8898729202992467,1.7316584938317157,0.6752602156608832,1.8206795714220184,0.8666459501663679 
 02/12  08:00:00,0.5416666666666666,21.972198407603913,22.000591669576307,22.000445675415098,1.738875887934121,0.7378688891267792,1.355020145239721,0.36827473916827388,1.5724927331214114,0.5398482170140216 
 02/12  09:00:00,0.7333333333333334,22.000807793766187,22.000548167266954,22.00046446397212,1.5329049821921926,0.4835175064183059,1.1360374410348742,0.2633928856100857,1.3483429723332583,0.37101150383643397 
 02/12  10:00:00,1.4833333333333335,22.00238223840255,22.000681989501527,22.000459007533295,1.3101387837230492,0.3323348958553703,1.0919112990982174,0.25,1.1140659580802368,0.2621395104866129 
 02/12  11:00:00,2.8333333333333337,22.00283920239181,22.000629537194937,22.022480174968256,1.1119623369162637,0.25,1.0734535162660129,0.25,0.795001986978785,0.20833333333333335 
 02/12  12:00:00,4.491666666666666,22.1255339310861,22.000090611622978,24.309616774931006,0.6467277195601581,0.16666666666666667,1.1213430046424665,0.25,0.4064164677768753,0.052083333333333339 
 02/12  13:00:00,6.133333333333333,22.765483205243883,22.00011677631633,25.999762950838077,0.14999946661663866,0.020833333333333333,1.839512227874151,0.25,2.4658319885153059,0.25 
