Time,1_ZONE1:SAPPORO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],1_ZONE1:SAPPORO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],1_ZONE1:SAPPORO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],1_ZONE1:SAPPORO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],0_ZONE1:SAPPORO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],0_ZONE1:SAPPORO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],0_ZONE1:SAPPORO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],0_ZONE1:SAPPORO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],0_ZONE2:SAPPORO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],0_ZONE2:SAPPORO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],0_ZONE2:SAPPORO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],0_ZONE2:SAPPORO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
22:20:00,5.383349E+03,4.429744E+01,4.799350E-01,3.949195E-03,5.387995E+03,0.000000E+00,4.803493E-01,0.000000E+00,3.025813E+03,0.000000E+00,2.697566E-01,0.000000E+00
22:30:00,4.390631E+03,2.597541E+01,3.914325E-01,2.315753E-03,4.126029E+03,0.000000E+00,3.678428E-01,0.000000E+00,2.316025E+03,0.000000E+00,2.064777E-01,0.000000E+00
22:40:00,3.460024E+03,1.301835E+01,3.084672E-01,1.160609E-03,2.959937E+03,0.000000E+00,2.638836E-01,0.000000E+00,1.668954E+03,0.000000E+00,1.487902E-01,0.000000E+00
22:50:00,2.588225E+03,4.716032E+00,2.307448E-01,4.204426E-04,1.971711E+03,0.000000E+00,1.757815E-01,0.000000E+00,1.097778E+03,0.000000E+00,9.786884E-02,0.000000E+00
23:00:00,1.766132E+03,0.000000E+00,1.574538E-01,0.000000E+00,1.046317E+03,0.000000E+00,9.328101E-02,0.000000E+00,5.584852E+02,0.000000E+00,4.978995E-02,0.000000E+00
23:10:00,2.191564E+03,0.000000E+00,1.953818E-01,0.000000E+00,1.513665E+03,0.000000E+00,1.349459E-01,0.000000E+00,8.117369E+02,0.000000E+00,7.236778E-02,0.000000E+00
23:20:00,2.511836E+03,0.000000E+00,2.239347E-01,0.000000E+00,2.021598E+03,0.000000E+00,1.802290E-01,0.000000E+00,1.090204E+03,0.000000E+00,9.719364E-02,0.000000E+00
23:30:00,2.792812E+03,0.000000E+00,2.489841E-01,0.000000E+00,2.473080E+03,0.000000E+00,2.204795E-01,0.000000E+00,1.341795E+03,0.000000E+00,1.196234E-01,0.000000E+00
23:40:00,3.038099E+03,0.000000E+00,2.708519E-01,0.000000E+00,2.850424E+03,0.000000E+00,2.541204E-01,0.000000E+00,1.546054E+03,0.000000E+00,1.378335E-01,0.000000E+00
23:50:00,3.247386E+03,0.000000E+00,2.895102E-01,0.000000E+00,3.066400E+03,0.000000E+00,2.733750E-01,0.000000E+00,1.686318E+03,0.000000E+00,1.503383E-01,0.000000E+00
24:00:00,3.426743E+03,0.000000E+00,3.055002E-01,0.000000E+00,3.232033E+03,0.000000E+00,2.881414E-01,0.000000E+00,1.803859E+03,0.000000E+00,1.608172E-01,0.000000E+00
Peak,1.116047E+04,5.253074E+03,9.949756E-01,4.683208E-01,1.330809E+04,1.978882E+03,1.186440E+00,1.764208E-01,7.481022E+03,3.739603E+03,6.669463E-01,3.333922E-01

Peak Vol Flow (m3/s),,,8.264737E-01,3.890094E-01,,,9.855132E-01,1.465435E-01,,,5.539972E-01,2.769313E-01
